5167,9079,713,2902,836,7739,5192,2016,8800,373,3606,7198,7455,7988,3642,1244,3499,6087,5563,8870,1215,3794,3068,1335,3935,6118,6119,5107,3396,9963,5249,7262,8351,1766,6521,2208,8766,7943,1017,2625,7617,5689,3737,3542,8779,7045,6703,4906,7370,3829,5481,2882,2930,5900,5802,1513,5734,1428,9342,7159,7859,784,2108,2483,4670,6290,1799,2164,2195,1180,5580,7947,9940,971,2347,9028,5523,592,407,6072,2443,9663,4040,5935,607,7354,3965,7965,3796,6772,2798,5281,4833,7884,7464,6136,9421,7922,8954,4525;
5006,7809,9464,1050,1688,4374,4446,6762,5253,4851,9315,2162,6744,2034,808,7335,8254,5383,1988,7376,2458,1136,4748,6529,5936,4044,1357,7424,8436,3144,4994,377,6257,123,4943,3931,2937,6039,2026,4130,143,1164,6236,4170,8097,6864,6006,309,2591,5933,163,2650,2866,8411,4653,7564,6050,7893,9062,8259,2936,3614,7700,2630,7565,6287,4219,7210,2875,7661,4186,7998,1183,5571,1624,7407,8506,265,6915,8580,6812,6997,4013,7789,8613,1154,7177,3607,9564,3544,9990,187,6044,1010,6860,3083,3248,2977,2444,8196;
9610,3392,4281,3108,6308,6113,4060,3261,4816,4622,3205,2496,8118,4546,3677,2038,5907,6852,6353,1036,1170,7235,7329,6143,2293,6121,6387,6339,8498,6811,1028,3941,5854,9664,6147,5648,6204,9474,3884,7236,4292,406,4193,2193,2027,8413,4378,6200,4245,2151,5175,534,1409,4040,4830,4120,4209,6303,7128,4248,1452,9228,7180,7377,7572,6972,9596,883,581,9031,3379,5879,7207,2810,4634,222,5680,3462,706,5173,2492,854,9441,7760,8265,9037,3301,2398,6344,6835,3347,1284,3170,1838,3290,7650,6011,556,4793,7102;
8223,382,4664,5353,8308,8909,5789,8087,9314,1521,9086,8206,4619,9832,5159,9600,8857,8667,9941,4831,7887,3092,4351,6953,9084,283,5003,7928,9328,1932,3700,4064,1689,5347,4223,9110,1298,6554,5566,9669,579,9879,6470,5999,3647,6960,9210,8144,4932,3083,4056,6583,6303,7635,8226,8422,6351,3485,7007,5903,9595,6030,5249,8303,6598,1534,6930,9323,8615,5900,8227,591,1998,8444,162,7697,5737,8753,4011,4496,9106,424,4836,5499,977,4200,88,3023,3869,835,9846,2069,1049,6143,4306,2975,8706,1419,3293,7212;
9992,3053,2817,43,8139,8997,5084,8213,3183,3669,1313,1132,3622,5937,838,7060,3819,9246,5084,7844,1924,4519,414,3922,1795,7601,7301,2780,3278,5579,9484,1066,743,9984,8233,1805,4010,9724,729,514,5660,5934,863,2596,7065,2335,6098,7272,7627,3570,9479,1633,1056,9658,2460,5862,7398,4234,7214,9716,5818,6286,691,8085,7646,537,3117,2387,9420,6294,2903,141,5816,2998,7361,3336,963,4589,1363,8245,5698,1260,7591,8982,4866,9229,9686,9108,3951,8989,4397,7742,3447,6432,9846,7282,2419,6474,8914,4571;
7192,1605,5583,7983,2106,2788,6627,157,6716,529,9544,942,4551,8630,6418,9855,2738,9031,8969,5640,3179,7432,3555,3640,5616,6900,4740,6146,6356,4046,5518,9106,8717,6547,1162,2247,4353,6113,3247,1047,5910,386,7104,940,2536,9014,242,6243,3217,7990,3972,424,8667,6481,8560,5805,8312,4731,1339,1980,9251,7614,3245,9854,3488,6669,8623,7371,4035,5754,6319,2326,6840,9889,7777,6491,6835,9017,9960,1103,8402,4718,5115,9369,7174,2759,1277,5420,7745,334,5429,2990,1661,401,1084,4070,3649,2319,5765,7000;
9484,823,1041,9969,5552,5654,3203,7999,2733,9573,8424,9116,7354,513,7277,7747,5869,7848,979,7263,9137,6244,7813,3013,9930,9344,1544,4542,3137,3762,4207,4766,6266,40,2226,436,6186,7063,891,7207,6782,1215,521,4479,453,771,4798,4819,2253,3577,1379,8476,2104,6780,6177,9005,8840,1154,5707,8042,8994,446,8294,1856,8765,2992,4908,2621,2435,8348,4969,40,147,6187,5042,8552,2848,1599,350,5151,3735,4182,1934,2580,6711,8355,9084,8111,2676,1710,5123,6865,5390,1050,3400,1679,5457,9232,8542,3180;
8183,9618,9085,8257,1276,8330,3606,6501,5613,4731,2998,7553,8895,8222,7379,8364,789,4121,7148,883,4141,9437,9489,7385,1750,1469,2555,8469,679,871,2899,9510,6970,8336,5335,2211,3291,556,3825,247,8420,9419,8151,9473,5978,7222,4092,2384,8964,777,9319,612,5879,1754,7324,7260,2700,1816,9302,1192,98,3464,3559,3248,8673,3030,881,9822,6244,1333,6317,6752,4632,5355,263,2773,7055,6070,3193,1922,2545,794,916,9932,1329,3388,7068,6994,8401,4902,8625,6236,125,110,300,7547,2879,7810,8584,2054;
3056,9638,7856,9148,7929,2301,4495,9106,2459,6144,9033,14,1706,9944,143,4133,7885,1601,5536,1474,2785,6923,6189,9467,3206,479,9832,5958,8999,1868,8102,697,7429,7465,7141,3951,6890,7089,1360,7098,5446,4835,5221,1381,2260,7424,7592,6638,5614,8416,5188,5916,1573,1750,5049,4951,2261,8960,8712,9963,7895,686,1777,263,8873,2654,6428,5654,3087,3864,5788,7141,5571,9123,4535,2796,5219,6766,5315,6423,7457,1654,9924,7517,5411,4248,8308,5840,6466,8913,7828,1883,8324,7088,1606,6868,4144,1053,2168,2529;
4030,1638,9700,2513,3844,9797,970,4506,3070,7050,640,4356,9438,5512,1016,1495,1662,2359,2926,2292,6869,3040,3406,7168,3429,8633,4765,3954,8729,2147,6601,9197,6955,7989,7342,1710,9989,5011,7291,154,361,4924,1519,440,8249,5806,5600,4839,971,2936,2263,3237,2420,3068,5426,7712,9090,2602,1850,3441,5940,1500,6892,6085,1755,2802,2865,6118,515,7826,3622,6469,7732,8600,4831,9052,381,9263,763,9857,8488,8238,8125,7371,5206,6656,8830,3818,9321,3267,7267,6894,4373,346,1919,2194,6435,2930,9603,9096;
1109,9896,8900,2104,7655,4400,8577,7754,8729,9499,4891,4556,9464,9719,2939,6179,4875,9693,8670,9543,9787,759,9279,2060,9611,2756,3123,4341,3275,2085,5313,594,5536,3203,289,8701,6386,6195,7606,826,902,1844,4998,8997,3121,531,789,3167,6512,2514,1914,8943,2049,7257,3859,4194,3568,4478,4230,135,5490,2798,3914,8353,3779,2294,4145,1740,3920,8511,282,3339,84,1191,5696,8890,7288,6258,789,2201,2103,5144,1977,704,407,8279,7874,5236,6191,3240,18,3490,1326,8696,5956,3069,4230,4842,8565,3002;
5192,3739,201,266,6735,2544,6088,3369,8670,9006,9664,3549,5181,9576,9964,8124,7240,8544,9384,2647,6696,1518,9993,8797,7356,6823,2433,7336,1483,9137,1965,5911,4433,3286,5997,8500,7225,6546,7913,4854,6845,8896,1681,3296,9674,2750,7289,7657,5015,5214,3928,977,3505,1690,2362,7595,7545,6146,5047,8643,1865,2189,6340,9845,5170,5750,7211,3726,258,3468,8898,9813,2155,8045,4938,398,9749,8555,3546,8903,6768,2663,7427,5350,6078,3872,8026,8499,3943,5350,1952,4466,183,8796,5777,6844,7392,8700,1061,9549;
4802,4788,9591,7982,9727,6515,3927,8240,3154,5753,15,3414,3859,5787,3842,3307,3540,476,7633,4093,6883,1728,6014,2224,7969,2487,7358,5063,7539,9181,6050,1902,6985,2167,4511,3647,5297,3313,2561,9839,2917,9515,3404,6833,5943,3276,5552,6483,7272,9255,6060,6334,1933,7066,4795,5927,2413,8009,4538,460,4091,1571,4573,1175,5923,3321,3537,4233,6786,1793,7764,5136,816,9567,7031,9740,1474,5907,1347,8201,4331,8484,8015,472,9050,1798,3415,5513,1966,1977,7184,2119,9734,4109,334,2741,9630,7049,2668,6699;
7183,27,5070,7785,7850,9572,4024,5301,6323,6288,9128,1898,5084,8405,6267,7093,5612,769,838,116,5067,8056,3147,5940,4942,9403,9487,2562,4761,4239,3698,3658,7073,9258,6585,8304,2777,9265,4554,8190,6430,7081,5623,3195,2933,5344,7311,4572,1327,6056,6866,9500,4369,1890,8733,8851,9486,1374,6664,5849,7483,4930,4652,7637,4702,5940,2488,3478,5840,9016,4975,6083,4584,1759,5496,8395,301,7243,7831,3839,460,8480,2502,9140,6953,8111,8259,2512,6638,5284,1868,5843,5607,9166,6921,9126,5819,9996,4929,4298;
4799,8785,5888,1146,9494,372,8730,3329,3003,3089,1834,3970,6745,5346,2146,8430,9845,4210,4505,2038,7831,1282,9043,8635,6122,3469,5396,3257,6949,1929,2855,9123,5016,2372,7145,9458,5235,5781,8078,4682,5535,8539,397,7121,3264,2772,9166,5549,1135,868,4233,4474,8975,4991,3941,6264,7399,6894,5094,8509,5355,7849,2349,8504,465,7151,8779,1370,9565,5883,2109,6098,7398,1661,5587,293,364,6559,9970,7071,393,7006,5417,9474,5629,6859,2504,3582,3359,893,8524,3893,7820,7633,7455,141,4015,4730,8654,2151;
4521,5419,7589,2803,3948,8923,684,8054,7515,2646,7128,9188,7443,9608,9654,8481,6142,2749,279,6614,597,19,8983,6656,8955,2495,4248,857,7585,468,721,6065,4756,6868,6435,1493,4894,7317,741,5403,3987,3300,9520,2854,1273,8467,8270,5815,3509,4901,171,2614,5252,9036,7121,4179,1099,4235,2621,7777,5976,6511,5297,640,5522,760,5826,8319,405,8588,3836,7396,2418,5261,1717,5760,7269,1681,9580,7658,4257,8323,9670,9702,3554,9940,536,6460,7183,3012,8761,8454,4685,4931,375,3982,6411,4479,8259,711;
3558,5495,7459,1822,1103,5908,8169,9448,8820,8042,2679,820,9115,6838,4311,2344,6229,5355,1546,4115,5130,1174,6712,5563,949,2572,4535,6534,3830,1807,1061,5193,1197,8579,5595,6378,2859,4234,7145,5323,513,2119,7365,9743,1706,3029,8725,3092,2640,3430,7448,3190,8225,9147,9110,7816,1410,9184,6013,8199,7317,5430,831,1377,1999,9513,5021,7853,487,3906,7548,4967,493,2540,1251,8765,7687,7884,8998,4161,1966,5755,7814,8650,3357,4620,142,1568,6820,4114,9997,1471,6784,34,3999,6298,9104,6558,2478,5550;
7948,4629,3993,837,2791,7542,283,1269,2239,6907,6743,4650,9474,9261,1248,1789,339,1141,195,3513,5084,7967,5211,459,670,7636,8558,4506,5543,3762,2849,5570,9179,732,8958,1324,7031,2262,3851,1565,4341,8651,1629,8353,6783,3741,8602,3068,7181,9563,2668,9771,9650,6533,5426,71,1505,1014,2984,8647,4707,1270,5490,4078,6518,6248,2703,4472,6470,8648,1172,183,3888,4391,6109,9827,2153,7611,2114,3997,2125,3046,4230,9906,7813,7350,9538,2028,1574,4749,2885,3084,5791,2265,4584,4888,4987,778,8194,1901;
7886,6152,7616,4655,4669,8271,8831,54,2985,6413,5058,2415,689,605,9665,8051,1246,5559,8945,9331,8985,6698,3907,4312,5676,2451,4716,5271,5703,5013,4315,5661,7368,8586,9106,7729,211,7356,8505,7289,7328,6139,5255,381,2486,7553,4508,9166,1983,8614,836,7827,2911,1046,8419,127,3346,7185,2516,6162,4916,4623,4142,5442,6359,4716,9288,8110,6017,3698,5276,7327,2501,8490,1789,5109,9406,1976,6422,6204,9152,6919,6999,8069,2070,3586,4747,9366,5246,2898,113,2407,800,7729,7935,6884,2162,5451,9188,8824;
1242,336,7262,3162,1008,6207,8298,5943,709,1339,6478,6894,4687,5141,2710,8649,5819,8832,7361,6360,7586,8241,5567,778,3767,1893,4329,6301,2665,2703,9246,7284,7388,8861,5470,5635,7906,7444,1754,9448,4248,5801,1620,8630,5347,9773,9807,5770,3541,1611,6876,7962,7241,937,8409,2027,8920,7588,6033,7910,8403,8399,8414,1828,2997,3222,7485,2829,3149,9548,2395,5187,3329,9263,5543,5288,5150,8540,5819,353,7018,9374,3808,1705,2407,5982,3401,6044,1616,4520,6741,8733,9045,8681,2174,7555,6707,7934,152,5529;
760,8578,4797,1512,1278,5549,3049,1495,7034,2512,3430,3151,5213,4114,6208,6605,4301,8840,3594,8474,6465,8898,2708,7497,5405,6157,7146,1418,5944,1123,285,272,5090,8731,5269,2636,3621,7224,4338,1840,5980,467,3765,2225,920,7877,2413,3759,4971,5779,76,1114,9834,2930,4734,8412,4248,1820,7633,5047,1233,5751,9247,9057,9538,7068,425,5344,7925,1947,2023,517,7835,8490,2990,5664,2166,8307,737,8580,3887,7555,4101,2817,6015,148,5513,4343,1433,8653,2577,614,1532,380,8914,3795,5097,4815,5726,1491;
5047,9466,5335,1803,772,7583,8432,7417,2138,3095,9898,7373,1044,1221,808,2109,5169,779,7814,7455,2051,8994,3387,9611,8434,7259,8563,2851,8925,8531,1545,5427,1653,7101,1557,9690,7629,8463,9824,6517,5151,8185,7393,2729,7174,4122,200,2328,168,3364,430,8368,4259,2707,9317,5877,7686,4637,4912,2594,4637,8450,6486,9543,4390,6231,1517,5482,1323,7793,4831,3960,2902,8187,5597,7212,2368,7148,4318,9800,7957,6072,5772,1276,9607,1684,8036,8198,7221,8929,4675,7673,6289,8887,4704,3353,9109,9247,2013,9937;
7936,5091,1239,9054,7355,4564,4273,6888,7999,335,7996,5326,2925,4171,3233,2350,3332,5428,2249,5828,6263,8661,1784,1191,7700,5316,2234,2389,2789,3030,9910,9861,1612,9246,1698,2176,2106,7859,9572,1497,4533,5893,5132,1644,6530,4740,7955,2810,5044,1434,9814,3697,4321,8088,1428,9642,5465,3248,5417,9012,1199,5576,7090,2773,3200,7484,1729,3382,5711,8327,2086,7694,6372,2317,6847,919,657,2311,6934,5088,2313,1794,5709,9176,747,3759,692,7283,101,3520,6137,5024,829,6024,5949,6145,1011,5779,2032,8472;
1734,6369,8499,764,8588,7940,6292,3752,5689,3733,1718,9084,2177,4927,4813,1888,62,865,196,236,1094,229,7823,7933,6939,889,5351,2083,8938,7287,3123,1312,8500,5462,1757,8739,8549,3096,233,9051,5314,2970,9340,125,6119,998,9534,2109,8984,3538,4113,1785,1842,9159,4534,9018,84,8546,4555,1369,4507,1554,7871,3221,4391,447,7112,6289,9656,7534,8411,8280,8435,3436,3225,9574,282,9026,3991,3089,1893,9437,4823,3566,5414,6016,9172,9124,4231,4840,9405,7064,3681,6483,3405,8686,6845,283,8366,8615;
6819,2065,8841,224,8321,4755,9150,1259,6971,5311,2062,4931,8818,7736,6440,3684,8548,1486,6165,5477,4675,2577,3805,8760,8674,1840,5510,3234,9350,5609,5575,2069,2769,9093,1876,7749,9116,8631,4160,3207,6373,5077,6568,4919,5535,2496,940,420,945,2955,8900,3697,6472,6129,4813,4142,2008,4062,7865,2595,4166,782,8102,2929,3793,1377,3306,9971,1995,8432,2809,4473,344,8807,3325,278,7524,2000,2006,6522,7246,606,7961,1319,5883,2444,8606,6185,8637,1570,4091,544,1799,9014,670,4934,6980,3646,2875,6561;
5022,7085,6106,8960,2244,4035,8262,7468,6167,866,6672,2263,1863,6908,7019,2178,1470,1619,4778,3845,9491,3122,274,7306,8848,3769,2268,1909,6981,3784,6706,7761,6306,2722,1808,1953,31,3703,2315,3647,1633,9154,7940,9671,2226,7899,7879,2399,4374,7065,8094,9960,862,2612,8219,1987,7850,2342,7176,8294,8724,6479,5547,1212,111,1270,8609,8573,3259,5144,9690,8407,2542,5923,8335,5950,847,7377,9697,8017,5034,6670,7148,1776,1510,7033,8510,1752,144,9966,6316,9293,4848,2759,586,6069,9997,9814,338,6032;
9087,3261,4735,3412,9817,7452,9449,4148,7118,3798,6118,3313,5621,6554,2129,6861,2555,9345,6526,3399,4047,9922,5897,3500,5867,6979,2397,5358,2508,2108,9453,3293,1497,4834,1023,5009,3477,5521,3887,9368,6167,9073,510,3289,1407,5991,6976,5756,1208,8973,1965,5713,8898,5063,8970,8042,820,1835,9688,5174,882,1845,313,6576,3015,457,4335,7875,3540,155,6487,8896,4768,2450,9752,3751,7618,5247,43,8454,1999,3793,7541,2736,8157,4546,721,8248,5587,8658,4862,7221,5729,7624,4564,593,3238,1341,4132,6295;
4597,3346,4584,7483,7675,3703,75,1544,3568,6777,6800,8989,6909,732,4051,559,5228,7969,676,2811,3141,9305,8024,8544,2334,8581,1822,8144,7439,747,3778,656,8697,4795,507,3298,5040,9455,8577,9417,6546,7137,7158,4580,5209,8365,3090,900,9370,5870,4413,1505,7533,1715,7682,971,4946,1067,907,297,3901,9415,2053,7969,5930,9503,8563,393,641,5258,4722,3330,9796,6335,54,667,1548,9577,4158,9073,3147,5373,4740,7383,2606,3527,6822,3841,2166,2481,3663,1587,4705,1761,1868,4805,6571,6399,5771,8064;
4067,2926,8273,3615,5208,1025,5439,1801,6791,426,8223,1228,595,6190,5906,673,5979,9143,8949,957,4087,272,4174,8023,3363,4065,2181,5136,7289,1409,6403,2913,7580,3425,2251,2360,4239,9785,1444,3746,2424,7483,4946,850,4637,3186,6279,3533,5568,7022,1493,881,892,2430,3638,9368,765,8649,6279,5503,6495,9580,6882,1850,4964,7688,9287,2748,7694,3036,1108,276,2582,4543,8163,8493,4312,552,9744,8953,4305,8058,6281,390,6648,6282,4196,805,4164,8216,2351,5930,2920,3021,4330,8750,560,5137,3305,3673;
1868,9336,8328,6133,4364,662,1698,9490,7834,6118,2165,1926,4674,2362,6325,4985,1500,5066,179,1147,7699,3930,9775,7833,1124,9626,2181,1703,6602,8113,3285,5783,6444,6074,8258,8430,2304,6436,8625,3145,574,5622,5098,1015,9251,4517,4341,9445,9340,1120,3932,558,133,9470,9350,8090,5904,2200,7202,4756,6499,3002,4705,1210,503,8559,7938,1580,4114,4363,2801,1192,760,148,6327,1570,5845,3432,9555,1365,776,2373,9417,617,1751,1300,4277,7464,3469,1950,6062,1472,2587,1122,7546,4193,1755,5658,6979,7914;
5624,2263,9088,2166,5265,9735,9894,5541,9992,6119,3131,2033,192,1845,51,1515,2500,4500,4443,7599,6960,4093,8847,9709,1724,7192,1186,5643,404,6365,7428,115,3791,975,42,1664,4294,9045,9579,6464,2659,9329,9337,6135,6480,2751,5431,981,5949,2288,4738,7492,490,6,4421,1796,4194,497,6031,7670,6429,3451,7933,1042,3652,7651,4434,9197,4500,7214,311,3045,6073,3019,7102,1531,3484,1969,4142,1879,8507,1864,5851,8058,6073,9441,4264,3905,3680,2836,1373,6528,1695,7231,7497,1854,6879,6447,5928,3094;
1442,3834,7454,790,6607,7623,2955,1978,8210,5122,3553,2588,8747,6231,3722,9573,862,9126,9480,428,6318,7419,9305,9475,2711,664,4168,7104,7361,8244,1493,1069,3596,2315,3889,7124,647,1759,8077,1363,1124,1055,3278,8355,1735,3621,8477,2673,2915,6401,5403,3955,8081,9017,9099,9360,7765,7544,1008,3303,6976,6530,1107,3490,6191,1973,6338,7100,3874,2127,6183,5058,4045,3395,5794,4505,2730,1528,3197,9132,100,3495,3487,4583,5204,5480,3699,7790,6222,7025,1271,2387,214,8338,3949,98,2431,8845,408,1723;
8975,5839,9791,7008,6294,7418,1117,3929,9285,401,5300,3135,4246,8326,694,1239,4049,1437,6396,4862,1143,5085,6528,9871,4084,5309,6,416,5756,4934,5847,1149,6812,6976,8096,9938,6174,4401,7981,1064,6969,5323,9138,5028,5993,475,3111,1788,8306,3136,2489,992,4218,8973,4412,2277,487,6521,4929,9421,5709,6170,7876,4690,3064,762,5648,611,7535,7569,124,510,7058,2890,22,3180,7392,9262,2460,5551,4126,3297,9019,3594,5166,6943,2705,7824,3434,1507,2708,9207,1172,9348,6390,5141,6388,7266,934,3722;
2585,5146,8091,4736,424,2495,3614,6024,1738,4391,5798,6330,7766,1590,7377,6938,4009,7743,2347,9371,6433,5995,3934,4157,8125,2209,431,6777,236,199,7779,6976,9108,436,3233,3425,9380,1182,6181,7736,265,4739,4244,4749,6245,7610,3693,9681,6233,8001,761,5689,1452,8369,1286,2790,8915,4889,6615,5240,2997,4754,3475,1235,8845,2185,2021,5084,7037,3215,5261,324,8801,8053,938,7072,6582,5953,2717,3948,1873,3608,6494,8469,5791,5109,9945,9013,9277,8422,5079,8491,2905,9457,3854,6422,7156,7456,4836,7555;
1782,8732,690,263,6363,2489,8270,4961,5173,3227,3992,2656,7819,2395,2645,7369,492,316,5373,5928,5662,8628,5109,6274,7008,9016,9540,1480,5381,744,496,7006,103,3555,5412,9257,9257,8179,2559,7533,2782,9996,7511,8641,6590,7405,6223,7643,8897,8580,7798,6639,5897,283,3481,9484,7106,9344,8774,2214,2581,9446,91,9645,3101,166,156,1654,6419,6252,4907,3720,5656,1834,2899,5552,3218,6459,461,9242,1777,8393,1166,3541,4253,9547,6594,371,8711,7492,652,4334,9309,9851,9257,8286,4817,1291,2454,6985;
3898,4143,2623,8451,6367,1240,3925,6862,5966,3690,6134,6038,6655,7122,2290,5834,1151,1213,1203,6188,1516,2182,1861,3037,243,940,911,1657,1486,4559,2600,9209,5178,8559,5090,9917,5979,8303,8195,7070,8981,2272,2586,2678,8831,4561,4659,7894,1525,3597,6509,5850,4742,6710,1967,7952,2440,6638,9669,9818,5259,8606,3449,8273,3152,8222,3878,166,4643,2717,3447,2221,3967,9520,3124,8690,307,5012,6358,6022,6928,2793,4634,3325,5174,6982,1016,1577,6724,9138,4421,412,3116,9455,5673,1241,5235,9469,7621,5442;
1931,42,3807,8225,5503,1274,6581,3509,1592,9707,5143,3887,836,9073,3745,7626,2084,3226,9909,7198,1493,4627,8705,8051,9423,5849,3925,6367,6313,6155,4520,7487,9924,2397,1435,5451,1553,9241,5778,9072,290,2713,6606,458,8463,689,5839,9692,2868,7737,8421,8474,9933,9053,2518,5481,7358,7432,4177,3646,6688,315,6250,4730,4165,807,8106,3082,7242,7925,2537,2873,7771,3747,2265,4967,3095,7252,8305,7118,1154,6499,8449,8360,231,7002,7673,4773,7060,4380,7257,2250,8197,2738,3150,2513,4378,8999,7600,9304;
1103,2080,8023,36,8747,6952,1167,6197,5606,8894,823,1844,7184,9749,9498,2763,873,3255,9066,564,3027,9457,7075,9838,1182,4588,652,3344,8142,923,2878,9294,4817,2568,5924,6726,4987,3906,2145,6917,6358,4589,1377,3755,6117,3421,6938,6037,1869,6419,396,9685,1332,7818,9223,1344,2976,1484,3320,1051,5752,3021,3332,5589,6808,7697,6807,5747,5008,3718,3858,1802,7400,7674,7516,5697,55,9757,6234,7409,9486,4975,8062,223,5017,7533,8846,1194,3826,1666,8078,7954,3981,5947,2331,4274,3632,6930,8116,5746;
