7131,7818,5924,2369,8048,7880,410,3195,9525,1879,4242,4793,9496,2178,2012,6058,1507,7542,4132,5461,4118,7345,4977,285,2475;
8777,5531,5913,2955,4702,6558,7068,3812,2060,2218,1831,4709,7959,4340,9738,4472,4457,8154,2141,6436,2630,438,8212,2338,6890;
2714,13,49,1994,8636,9602,554,8709,9506,8713,1033,2314,9628,3301,9861,9387,7265,6580,616,612,373,148,11,9219,2469;
8022,2852,1181,904,4999,9567,5683,4824,1939,6504,9826,5612,2304,1414,1246,8834,8385,3754,5873,7996,4454,7839,8201,5940,8443;
6092,2266,3609,4483,8189,1314,8498,7548,6216,4495,1838,1510,863,3617,7442,222,6611,1890,3183,6098,4604,9376,1679,6406,7039;
4953,1000,1578,164,1283,1928,4802,7101,8948,5530,9091,8717,1387,9758,9876,7121,5028,8886,2418,4885,4664,7018,2344,4364,5856;
4418,5855,3737,4261,5169,7944,9490,1842,7009,8939,4702,7341,5206,9468,1941,7013,8472,6000,237,8747,8601,2215,9253,9794,104;
315,6888,9243,9814,4117,78,8441,1262,4864,7490,2648,9047,9326,6382,9598,9062,8367,2011,5946,4833,2169,4620,4866,1608,2912;
675,2655,7842,8804,8412,8083,5573,7848,8581,6730,4974,9972,3956,6570,832,9873,223,2695,6121,9897,2704,1740,8879,7150,3031;
7970,8391,5809,2103,4834,3423,7608,917,2895,6420,2194,5571,7122,7505,6469,9165,2003,6569,2508,1223,5264,9526,2834,291,8263;
3578,9264,5459,5930,8272,6205,4657,9152,4885,7549,5024,2878,7736,4348,5272,6114,8210,7554,4324,4147,5670,7012,233,7144,9772;
8548,4946,9956,6412,6034,1214,5956,3419,312,1208,5377,7463,1826,8397,2900,2427,3687,4386,8791,7457,9322,9030,2624,4757,4118;
8652,6862,98,4474,6213,29,4238,6877,1141,9409,8102,9206,2994,9855,1535,4595,6233,5328,8323,9615,1327,7070,77,1290,2848;
1171,504,4049,8221,1211,7601,2696,1921,6448,5848,231,206,4083,2618,5165,3793,4972,3894,3645,7464,6163,3011,3894,6295,4344;
2081,1812,6976,8332,5649,3509,9849,9810,7017,9878,9507,1556,7526,1045,4051,9857,1168,3344,901,268,5271,3161,9760,196,4020;
4543,9055,3608,8220,7518,7,8765,5000,9296,3198,216,1502,6328,6184,9465,1588,664,2687,7908,2223,9248,8431,8981,5000,8807;
6268,440,7255,8175,4479,5562,2696,7208,1590,7089,698,7626,9836,5923,2842,1272,6847,6832,4255,8341,8757,1567,3440,3773,3130;
8691,6120,7982,6382,7537,6601,3276,9826,102,569,4321,2265,437,8008,6384,2780,3747,5481,5066,8811,8665,3772,2208,7965,1255;
7386,7610,3384,7785,3677,9955,4157,1184,8620,4792,8819,8894,6032,635,72,9639,9889,4568,474,9434,6412,4252,3153,8715,3855;
9552,2161,9806,2191,9653,9980,2958,38,6862,9714,5912,2084,7073,7783,7639,4867,9242,6792,629,3219,5180,8362,6209,2301,8419;
956,1849,8813,3652,7816,3745,1306,4065,2481,8622,7987,5140,3865,7837,1610,3900,2843,6578,1785,674,3829,2595,4263,2543,9876;
3224,8943,8386,2601,7720,9174,2998,5501,8289,2375,5543,1054,305,2319,5336,7909,4933,259,2408,9234,6580,3804,1280,1039,1864;
8942,5606,6695,5380,5363,4170,7555,8724,7676,7513,925,120,5731,4835,2692,8961,9928,1114,3523,640,4014,5843,3896,182,4817;
9913,7376,1654,3880,7597,1926,9709,2413,574,1684,6374,4778,62,5744,9463,9684,4164,2272,5328,8976,9496,6914,8855,116,2580;
1844,7486,5863,3563,4527,129,4694,7434,6182,2350,3528,6703,9271,663,1354,4630,6458,6456,6681,8830,6609,6330,7562,9336,3093;
6416,1024,1242,4590,2208,6701,5742,2915,4458,7072,4044,5204,3533,9434,8839,5608,6145,465,1339,5590,6064,3637,6237,2871,1195;
8920,9800,6712,2004,745,1354,3281,5577,1483,3439,4947,9465,6448,1861,9562,1266,5746,4494,7653,503,1948,5854,6712,1820,2499;
1376,26,5187,6845,8145,65,9978,5768,624,6354,2639,6460,2354,1189,1137,9656,7064,2949,7202,7973,9676,5417,1588,2228,1647;
8537,5828,5666,4557,5621,5835,6175,1140,8390,4921,6864,2146,2654,1020,8840,7911,3239,7411,4530,636,4642,2238,1265,8235,2187;
6338,3763,1047,3962,3222,3543,1612,1574,381,3919,203,3461,2457,7582,9194,2699,5185,428,1684,4742,74,4306,8570,9790,2916;
1696,1336,741,3460,3822,3314,5737,7683,7442,9269,6138,387,6754,1013,8903,9145,6772,9791,4243,1094,6404,7119,4836,4575,4220;
7401,779,8589,9073,6822,4592,8078,9541,8806,1917,1162,6969,2013,1594,1963,1040,9853,8412,7420,9300,7021,8853,367,6708,1492;
7004,8226,9306,3963,467,9359,9862,8617,1586,6792,6099,6275,812,5968,1318,4556,8776,3808,3967,5971,1658,9087,2023,1899,4690;
4649,1900,7743,5270,4884,295,7221,4711,5361,7453,2790,9461,3664,5131,6245,5657,7239,7076,4983,2818,6531,8011,4873,6928,8371;
1967,522,2960,7658,9484,1360,2265,8205,751,6855,3432,4175,4599,8293,992,7685,9879,2189,958,3344,7870,9237,4804,4095,7196;
900,3080,6918,7703,4862,2865,9228,8397,8425,5506,5549,5226,6271,9897,7105,3564,7183,7392,2550,1897,8457,1019,4660,7802,1725;
4267,4886,9936,974,5659,6837,702,3072,3675,1226,9706,7280,1344,245,9168,3314,798,8115,1882,6418,3337,5277,3774,8625,378;
2971,3288,8229,7001,2738,183,330,6249,9135,6554,7358,7261,6134,3727,9610,4521,6930,2535,7841,7711,8511,5269,3030,5987,153;
1205,6839,4903,1542,5476,5117,6710,82,159,7835,9690,7830,8960,6445,5059,1941,433,6081,4968,7877,8979,6258,8407,5161,9950;
2063,6624,1196,3884,4917,7606,8973,895,7980,6988,2367,8944,1157,3383,534,2832,9448,5431,1078,4096,590,2992,4111,9072,6288;
1830,9652,2324,3777,8287,120,5918,8081,3596,2862,5576,3669,3167,8152,7503,3773,1430,9571,9838,7598,1519,2069,9997,6745,2544;
1390,4713,5650,8028,8911,2758,5995,8700,8880,683,18,1250,5362,2953,6646,1526,4603,8967,5311,8381,8947,6668,863,4319,2176;
7140,236,7986,9427,2651,2333,1303,5663,1788,6039,4976,7263,2101,1236,9250,3125,1802,1639,8042,9295,3127,8450,2745,6533,8697;
8946,8266,7730,7372,8028,9828,2161,4816,1803,268,5146,4961,9489,6287,7721,6662,6464,5130,1255,6042,9805,6416,7648,1996,5829;
8368,9961,3903,2101,7149,411,8826,9745,8045,6062,5128,2596,6718,6858,3503,7804,872,7945,2289,1290,3052,3132,7148,8859,6579;
9661,5989,8952,6924,2465,1430,6028,2618,4105,3920,5239,1789,3516,3229,3792,6837,4248,7694,2197,6523,6719,4785,9552,4035,5075;
6250,4057,9516,6092,7845,7557,531,3847,4073,5359,518,4497,6423,5122,5915,589,7965,744,3057,1840,2544,1087,4694,6149,3007;
7234,2259,7754,897,6975,9976,8457,7661,2703,3440,5297,9702,5782,7662,4471,5900,4192,8336,6718,3451,508,3500,1169,7329,3947;
2191,4765,6256,1199,2271,7702,6762,5777,5419,4429,1504,6741,344,28,9174,2293,3258,2315,7757,4489,7854,4782,1730,5668,3433;
2524,3663,4474,6714,8923,4305,2949,9536,4732,433,1180,8780,8128,1274,5302,1281,2524,8731,9257,8489,4395,1868,6749,6785,4475;
87,2150,586,2148,7451,5584,7754,9887,4595,2376,7376,5171,6005,1752,3774,5805,7973,568,4479,7083,4671,2505,3845,1098,9654;
5373,2173,6485,8774,3935,4849,9218,7763,2804,2050,9197,9162,5667,3586,45,6698,134,219,2615,6387,5042,2441,4154,4288,7497;
7166,5456,1239,9633,3610,3098,1275,6400,7235,8941,1200,4782,1666,22,3130,4160,5741,6115,9480,3958,5266,2040,1228,2253,3604;
6806,1656,4103,9372,5007,1295,5757,5566,8628,5352,9577,6106,6743,6981,8039,339,292,5784,8936,289,1397,2772,223,1578,801;
1610,9151,2187,4776,6719,8559,5198,5604,6646,2782,2370,5437,8958,341,8613,2169,6521,1799,6232,6926,2922,3506,2478,7382,8116;
1856,7774,62,2457,6680,6593,6492,9788,5918,2447,7580,1950,8572,6100,2328,8725,737,62,8601,1108,149,8879,2174,2158,2422;
8649,6939,7430,2522,8656,4938,1614,6852,4411,138,2545,9949,6088,4529,647,1894,2596,5647,4066,6046,7168,7149,9095,7507,4142;
2618,2099,3051,5392,8405,3457,8742,8316,2110,4719,7115,6583,6563,4350,4795,5867,4311,2590,2941,3530,2196,190,7309,7272,4882;
5078,9853,4021,1294,8111,3760,5997,8001,4625,3516,2679,235,7330,3534,3406,6125,6425,5964,369,197,7563,3678,8224,2916,5096;
3435,6979,347,3289,7832,8292,5706,2667,8658,3308,1103,5870,186,1320,3312,5221,1144,4746,6766,5019,4687,3617,1202,3050,6363;
4706,5464,3406,1531,9150,2569,6187,9927,2871,672,9012,4160,8181,332,4813,5577,4441,8851,6000,4141,3699,5312,5482,267,2212;
1561,4613,7853,123,7457,2112,5921,3230,5429,8995,9244,9324,5546,5359,4716,5035,3634,1943,4362,2586,2,643,5121,8250,7011;
5900,5798,128,1189,4508,5771,4865,5475,2359,2805,77,704,8828,6608,1285,3427,5169,3451,6825,8067,9335,1647,8505,9784,5639;
8357,3966,9963,5758,6591,4309,1326,9875,6087,9462,7630,5870,4324,5274,210,1767,7902,4163,211,7664,56,998,2094,407,4361;
7950,6351,5443,2595,3044,4657,9764,5644,8675,3654,3877,5259,1350,5209,8815,1771,4728,1908,1406,7329,4900,2629,4186,5075,5640;
5839,7310,8571,2932,5911,3020,7845,9922,998,6690,4893,6577,7688,2998,5798,6627,1925,3118,310,9196,1830,9058,4466,7402,9557;
5233,6032,9080,4090,1360,7603,6403,3409,9015,2063,4102,7658,800,5557,483,3123,6532,6249,8862,292,4562,1942,6623,2598,5515;
2620,4844,5045,7352,2408,8580,1089,1985,5489,2802,9182,2347,9493,2522,2760,4466,8814,4561,9028,7939,2966,2556,340,9387,1713;
6850,8750,3116,9749,7708,6042,2574,4894,6555,247,59,4793,3860,375,1122,744,8990,9112,256,1591,2357,9892,4647,2683,1035;
8471,4738,955,6538,182,1948,3642,3257,5379,1207,8510,5196,2690,3603,3975,2454,6827,1718,2035,3538,2324,6931,4523,5278,766;
4652,3834,1569,4778,9875,753,4890,2154,1128,2661,247,3497,2382,9582,6955,5944,3565,6439,1696,439,8364,2786,4852,4404,6456;
3454,2409,9164,830,8500,7763,6562,3193,3240,930,3187,2717,2284,8810,198,9547,7262,535,6333,8463,2393,7611,9650,9197,2149;
4770,4749,5592,3091,2397,40,56,740,2066,3649,1307,6487,921,6566,3980,6169,6293,3467,9247,4090,3251,826,3624,6933,3158;
7128,9506,7528,2826,2485,9433,9508,2043,424,8830,2564,9105,7989,1162,5956,3683,4816,4791,5430,725,7704,5705,2255,7377,4375;
8468,135,2578,4619,5218,8549,3156,3773,6312,8136,6891,4294,3124,7726,8712,4533,6946,1735,6534,3220,4813,2950,5143,3619,6982;
7974,3420,8824,6637,2608,5682,9255,5865,7016,3938,6732,9509,1389,1100,6103,6904,5676,2729,6800,9438,1303,5269,7411,6685,9112;
5896,5240,6120,4897,426,5106,1123,8867,7949,3746,9386,8708,6999,9000,5250,8813,990,9359,8901,9253,2548,5245,4662,2504,738;
389,5100,3695,3455,6734,9794,3531,1520,71,4464,9552,5627,9609,1290,4658,6866,2967,8645,4781,2334,482,1179,6007,4005,3;
8858,3005,3526,8374,5998,7373,811,3366,1683,8406,2020,9767,177,897,9854,5672,2320,3717,8249,4810,1274,9662,6535,7214,6400;
5023,7424,702,3613,2340,6192,5073,8937,110,9819,6510,5815,4581,6323,5256,4509,9001,7920,1186,6320,8152,46,9192,3765,7120;
7600,4383,6861,4431,1904,4533,7821,4084,2809,2782,192,2518,8444,1501,2487,8837,8966,5064,3736,3386,1386,6659,6081,8507,5301;
8939,8592,9256,2607,7130,899,2826,5759,6137,8378,303,1441,7351,5433,2842,3005,3028,1825,5143,24,2823,6878,3983,3189,7187;
9232,4249,3964,2864,2859,9538,2706,2151,9068,3466,5283,192,1872,3887,6467,482,2430,7516,4166,724,4149,7022,3814,5028,6383;
7613,9950,7511,7908,2134,6292,7972,45,7379,1892,7516,989,1552,7415,7622,215,1331,1619,6845,4421,3294,9792,2596,1424,656;
1572,2454,6919,5515,171,7372,2421,9805,7763,1869,3698,9632,9006,624,1492,2357,527,1597,4861,2542,7073,4982,7967,6526,3062;
7806,19,5224,7332,5639,8416,8111,7072,6445,4752,4680,2174,1854,1752,5641,6348,569,8151,4330,4079,9118,5112,8465,9780,2747;
9827,807,7277,4351,9499,6852,6933,1806,8669,1997,8127,6225,6177,3864,8269,6955,7747,4200,3483,2649,8743,7799,1621,5209,9724;
4566,5687,9066,2511,8989,6319,959,6697,1907,109,5152,7293,3144,8972,8058,9421,7350,3226,2145,7426,7084,3552,3390,7037,9272;
8578,3871,2028,2992,4404,5075,4802,9667,8833,1709,2549,8635,2480,2413,7751,6907,9023,5484,8313,5903,5884,7118,4964,9752,9929;
1373,872,9740,882,1674,7892,8867,216,9959,8325,2152,2687,2623,5665,2749,7810,9932,3416,2142,6604,5959,8059,5523,9590,3962;
2157,6025,5943,9007,1659,1123,9419,9307,2000,6227,3360,8608,2377,1838,6811,3081,4041,169,6509,4185,3730,9688,6109,3465,4168;
1480,9950,4147,459,7054,3651,2055,3721,7550,2906,4953,3639,8014,444,3221,8007,838,8794,3159,8872,2897,3261,2792,2848,9114;
1486,3863,7471,766,9803,9374,9236,1559,6996,6963,510,5234,6187,7694,2932,2934,7476,4111,4292,9822,2991,3058,2896,2890,2570;
1125,4780,6012,4450,9794,8644,7343,1894,5682,4048,3843,3463,5626,4549,815,3010,9415,4855,2406,1199,5619,8161,7439,1140,3895;
6076,5392,8776,6659,7761,5744,4636,4808,4669,9881,6814,1953,1825,1567,9313,6287,2208,2029,6512,3087,1872,4007,9766,8053,3741;
6536,1385,9794,4545,5681,1765,6616,6845,6583,8736,7466,2110,7632,1841,664,8583,4701,3463,3537,4476,5983,530,6655,3653,3958;
1306,720,4462,3632,5373,8212,4050,4901,9022,7191,9134,4963,2735,7116,1039,1531,8691,8262,8605,5366,5633,8349,1219,9450,9851;
9968,5863,59,3828,5312,4873,411,7712,6348,5888,1056,2289,5733,134,7386,614,6622,7857,9889,3028,785,2456,3149,3990,5405;
1958,4775,6888,7844,963,6266,7199,7752,8158,5220,5526,14,6736,8869,8638,7320,8913,7964,722,55,8816,7479,2427,5429,7491;
7078,4633,8049,7727,544,1081,8621,8455,5136,2423,3145,5555,9351,1282,6533,446,3030,439,339,9686,5374,8697,9225,8240,5700;
8703,8902,2068,6929,173,7168,5636,8920,5171,5813,6077,2622,7122,8565,6640,9352,9228,3372,901,1533,9653,2242,6033,8836,9039;
4214,1240,720,2871,7186,9995,3553,4267,9421,4539,9612,5286,1797,1302,3810,4381,7162,8532,5358,3550,2551,9633,6027,7788,928;
6308,8711,5182,9374,4065,7261,8745,4997,7912,6950,1796,2038,7909,5660,4551,9531,8471,1932,9253,7771,7329,9262,5960,4080,4926;
963,8404,9639,5196,6679,6,7461,7295,8602,4404,6982,6208,6883,5103,7816,3895,5445,1613,6453,123,1560,3140,8608,1838,3304;
1281,2176,6172,6836,3441,8096,1519,8025,1683,1238,6209,6879,9482,1151,7076,2920,6935,1132,6925,6605,8015,6203,4245,8982,1379;
6878,2739,6815,5288,3697,7440,4219,6803,918,600,5548,2188,3224,8925,5356,1940,5023,7587,2171,2334,7321,1220,4132,7781,8861;
5690,5474,2985,2846,4309,6790,7600,5397,1399,161,3382,7569,3126,267,6630,8085,5856,2089,4125,9028,7107,4433,9246,7587,9682;
9437,9551,6481,5792,3973,1705,9555,6886,8487,728,5504,7828,8145,6855,84,985,5513,7254,5660,8295,6672,7111,8791,1108,4069;
1414,5711,4704,9367,4189,2246,3216,8133,9547,6896,6967,4490,2094,435,1431,605,7865,2915,6433,3342,6791,8808,5363,684,4749;
5918,2565,2181,7318,4469,1302,7133,1518,8276,85,5901,886,8996,2621,6993,7369,6777,9910,5493,3531,7911,1854,2612,484,1385;
2054,6635,8012,942,144,2078,9806,1947,7052,7302,3004,8147,1450,2950,8609,3722,6442,2705,569,2568,8517,213,9838,4862,6116;
8967,6805,2074,6235,2602,747,4314,8981,4276,6570,7006,1104,1355,1036,9272,8000,4069,8915,2308,7207,9612,9633,1728,1987,7665;
6191,9875,1530,4963,7384,1733,5212,5235,4007,8552,2374,7332,6596,5997,8338,4263,1727,3908,9704,2382,7781,6410,2857,2675,9842;
3416,2318,4786,9560,8023,7145,7587,1432,4068,3607,1861,2921,9411,3142,9173,3230,332,8010,4029,7265,530,1098,3406,5949,3844;
6663,6440,6577,5550,6401,9989,5530,3881,587,2981,2323,9917,6304,3515,977,2338,1022,3809,1752,6509,816,988,6642,4206,6221;
9766,6254,3204,2783,6746,2510,633,3631,2645,6617,3709,84,2193,7628,659,8652,5856,7686,8085,8395,4836,5026,8463,5274,6843;
5794,9303,6813,7896,8270,1690,9798,123,5152,6309,4197,5860,6755,617,4963,5908,585,2621,5880,962,858,8563,2342,1510,691;
5308,7807,8111,9979,2445,3896,6015,5335,8948,4488,8632,5761,6445,5141,4488,4877,1955,5213,4031,1978,5791,1484,4745,5896,3927;
5052,9032,4023,7106,8765,2471,6457,6416,1336,7708,5701,6657,1724,2826,5842,7363,4359,3578,4391,2485,8889,8071,7905,6395,5566;
2270,1378,6607,7731,2320,410,4582,490,7413,3028,4251,7540,998,9384,7644,8376,5910,2996,9084,5380,9090,5305,7893,5641,3736;
7795,8135,1973,7300,1079,8640,1349,3845,6836,6548,3405,4825,9135,3238,994,3829,1601,5873,1042,2974,792,7666,1743,9526,5922;
5745,5222,2734,3002,488,9365,9,6342,1591,8381,1140,2282,4396,6791,2218,2767,9994,3026,2806,3416,7412,2669,2512,308,2266;
95,9347,8282,2673,1717,6374,8581,4030,2691,2267,1085,6979,7801,8323,6829,2581,4322,1298,5278,9672,6526,4711,5456,2226,4551;
2514,3941,1045,7529,9255,7607,9029,4384,2879,6963,5291,2277,1407,4195,8190,1819,728,2812,2078,2282,2383,5612,3148,4869,9327;
3527,4152,7320,1264,6245,7372,1633,1140,8469,5112,6600,9185,2002,3631,2903,9773,987,2923,1665,3070,9988,5730,1451,8817,4854;
5525,8788,743,551,8637,1639,9261,953,2443,5007,3290,5534,2164,2300,6310,3535,6030,9397,4392,627,5462,8162,8206,1380,5920;
4380,3080,4263,3148,3769,3961,4036,3555,4567,8615,8240,2670,6201,7652,6647,9438,8141,8433,8709,9043,1360,3779,9829,1836,2104;
9547,5585,2901,8881,2241,7446,9279,863,4832,6659,3502,2904,7636,8908,5283,971,2666,6576,5681,5452,3702,7729,9254,1277,9887;
7654,2598,8244,6508,9372,1793,2484,424,7025,3583,2296,7749,4664,6855,9504,8843,909,6970,3924,4616,203,4969,5915,9423,2123;
9642,9938,1832,4149,6970,9822,3206,8543,8580,2146,5659,226,4172,4310,3577,1953,6915,2239,6967,188,5319,8813,8306,2073,556;
5693,8230,379,6670,5583,1924,6501,5382,9299,2236,5566,9277,5603,2992,8015,6974,4731,7324,8417,6947,9196,425,5610,307,4359;
9547,6648,697,3882,2944,2759,4750,7302,7774,3044,6951,1560,6804,2061,7482,7778,8577,8161,5883,151,6562,2733,4455,567,1417;
1071,148,8638,275,3592,5470,1148,2310,890,4614,2150,5375,1656,8075,8903,3872,2900,6782,6842,7051,1679,4373,2455,1899,8932;
3619,6337,4349,2883,9456,7725,9258,8327,2759,2834,2605,1882,5971,7940,3463,4500,4526,7403,2261,9300,9441,3177,7010,5727,1088;
5707,9546,4439,753,9928,9978,4912,2441,7685,7931,2126,124,1310,5158,6014,3965,3688,5157,7086,5151,5501,6346,4829,7588,1800;
5447,5059,8364,2593,5878,6933,9859,6925,6018,3618,6042,5845,4586,7919,5775,2309,9942,2684,5841,3198,6210,1597,3878,7675,9618;
5271,662,1316,683,7126,1539,5182,5895,5760,1463,2284,4803,5085,4327,7084,8069,4597,7895,2517,4496,5714,3584,3415,820,9007;
8785,1291,4150,5100,9733,4048,3311,9503,1380,4563,7334,275,9830,1075,2473,8792,2287,5771,7912,225,1370,4186,801,5275,388;
8799,4783,5731,9223,7293,9608,587,4090,9945,9569,639,125,7382,5581,3968,4278,8160,8345,4885,5375,8214,8621,5406,7355,7758;
9478,8584,4468,9207,3917,1552,3525,6051,9349,3049,5511,4194,4582,6145,9369,816,761,1307,9900,8223,455,1981,4759,892,8574;
9169,5257,4793,3583,2276,7447,3658,7322,4171,6924,9422,1903,2765,3323,4595,1437,223,1749,121,4123,6860,8004,1736,653,3323;
7708,5574,4502,6314,7415,7615,8584,2906,2373,4892,1596,6326,1606,902,4087,1611,7252,8732,7748,4729,7398,3679,4323,9855,9651;
658,9838,5129,800,3917,3175,2056,842,1721,3343,1760,1784,2636,2324,6981,6453,9253,8185,4813,3511,3188,6183,636,7772,5794;
3968,2193,8392,8979,531,221,865,4314,4034,7134,6584,6770,2826,1892,2097,4837,5006,3998,1789,7539,393,7125,1531,9176,4140;
4893,5614,7204,760,8785,2292,1548,2564,3481,1483,4313,1506,6516,1828,7891,4870,9520,9537,4141,641,3975,1030,6571,6667,5750;
4074,4042,4206,5353,4962,7162,1460,3826,6985,4936,7945,9915,4277,8483,3940,6840,9930,3868,3680,6052,904,4285,1308,4975,2213;
9209,6307,1464,686,9708,3826,3274,4014,9458,6561,2486,2899,7311,9229,1965,7084,6860,8,6645,7841,4910,9802,9071,7300,4871;
4463,7168,6879,2273,9304,8150,2678,151,5647,2764,7151,2181,505,2993,616,5097,5293,4638,5737,8891,472,2267,450,4937,7523;
314,5122,7913,62,9517,4038,3302,6503,7696,8990,3401,4947,4315,6141,5046,1497,3621,7519,3410,3867,9204,4378,8496,5974,9955;
2746,9181,2485,4275,6695,3006,7597,2051,7587,100,9207,6433,1507,628,9258,7277,6576,7315,6257,5139,1376,9264,5647,7446,8503;
8661,870,1235,8550,7460,529,8859,4438,5549,9820,4571,1696,94,782,8211,6740,5263,7324,7248,8616,1422,2003,2063,8481,9573;
