6728,6294,9650,9509,2798;
6044,5206,8984,6738,2080;
1133,1479,7150,671,6032;
9289,8958,2638,1711,9472;
7667,6175,1351,4287,5236;
2380,7442,7153,4530,3288;
6034,4842,8266,8132,9822;
7270,491,1674,5913,2887;
1378,9100,4965,2178,621;
9954,7210,9374,3254,2657;
3031,7473,8380,2754,2428;
984,4330,3323,713,876;
8528,6399,9311,5432,6036;
8167,3566,6810,3022,2396;
5731,609,3299,7216,8144;
4516,9955,88,5643,6784;
9294,509,7269,8867,5908;
1431,5262,6941,7789,7378;
5799,8133,5394,7635,4665;
8717,8004,1164,7573,2036;
7231,3683,6731,2571,3742;
5804,5777,6217,4739,7680;
5198,3476,7622,3184,6287;
9539,5773,9256,752,555;
8373,2675,9709,1983,7110;
2884,3626,2987,1787,1709;
6681,6326,7017,1972,5969;
1169,9751,4704,2209,8190;
7605,6594,8279,9150,7276;
3811,4361,5599,6238,1468;
341,822,3576,2279,2456;
7165,194,5948,4956,9084;
7520,3005,314,6291,6967;
7699,6771,8384,1336,214;
5632,6251,2325,9572,7834;
7056,814,7968,9182,8243;
6440,8424,5032,8835,3007;
7952,9582,9265,6873,513;
8941,2621,6182,2226,6895;
867,7469,5009,3460,4514;
2252,8754,3318,4885,3430;
4257,9454,2549,2592,7491;
3358,1824,4471,7819,9753;
6498,1461,2172,8681,9267;
891,7184,4410,6212,9075;
3440,332,7428,8980,7785;
7571,4083,8616,8106,1609;
2699,7862,2114,2344,7180;
6429,5076,1732,5418,92;
2001,1794,3631,7400,8823;
5368,9533,3172,7558,1981;
4927,4187,1753,106,9127;
1303,1659,7911,1291,7050;
8346,1374,2422,9166,360;
9971,4304,2653,3552,2886;
6092,1575,8288,4830,9766;
8328,3940,7398,2424,5953;
8902,8889,4956,7284,7118;
4873,5240,8373,5132,9239;
1080,7755,2779,2593,2616;
8399,7426,5090,6278,5290;
8230,3000,3761,8973,1029;
4471,3559,5757,156,7882;
934,7648,7359,7707,6648;
7836,2843,7388,47,7142;
5484,8157,7872,3379,9763;
9692,9089,5820,6969,5324;
7828,9644,8557,5490,8863;
3270,8090,2917,5782,2583;
2997,5765,2802,7304,1964;
4913,2,6467,1283,3292;
5086,9401,9839,2853,2806;
3523,7262,246,5037,458;
2032,569,9613,1044,1442;
2875,8810,4597,3961,4521;
8710,7607,4849,77,1054;
3730,1435,888,643,79;
3290,7253,6711,2556,3613;
4529,4854,8061,8674,7825;
8781,831,4124,7961,856;
7221,8810,7626,4933,8585;
140,3737,7233,8070,8710;
2494,3283,3700,7788,1683;
9937,3339,8684,2026,3108;
2997,9554,5735,2660,7266;
1657,6693,4893,8514,2087;
1444,2752,1536,2524,3312;
2232,906,359,908,7157;
2119,5540,4798,4234,7594;
939,9719,9980,4050,5187;
2398,2335,1648,387,1160;
7606,6255,5670,1750,9238;
340,1831,8620,8745,1943;
9429,9570,268,4551,7673;
1491,9695,9026,6678,775;
3756,7587,5151,8223,1885;
3674,4103,639,4508,8903;
7165,553,1177,4616,3698;
4756,5955,7634,1100,3837;
2352,3874,930,9754,4990;
8377,6999,3519,3220,1217;
6584,1237,9975,9290,6517;
9728,1184,851,2362,2298;
1551,2320,3163,2440,1873;
8194,4973,246,5384,2786;
3787,4420,9948,6296,4168;
8036,4471,4943,2798,9214;
7969,9377,8223,6182,7643;
5033,5169,976,7425,2246;
7985,9509,1179,7885,6064;
8962,1654,4382,8474,3439;
3845,4838,862,4906,3889;
3170,1992,7954,8670,2027;
660,2633,7496,2186,4064;
6995,6516,8952,9162,3047;
9752,5543,564,3699,5560;
8057,3755,3168,1467,8307;
3453,6692,1594,1439,9852;
5702,2691,5110,9826,7510;
7731,556,9024,8826,3389;
3774,5654,7538,2670,3748;
1923,3181,6556,1576,9948;
6053,6324,3852,7238,5040;
3139,9209,7870,6121,9680;
9900,7468,7638,1641,1449;
3527,815,5920,9552,9790;
3806,2623,5181,2498,9190;
85,734,2642,5830,6790;
3131,6397,6399,1625,5218;
4539,3985,4954,9179,88;
5548,3871,3271,7979,8837;
1656,7497,7559,1664,561;
4919,1252,9249,2235,1361;
4666,8183,5520,2283,7791;
1336,7452,3786,1346,1406;
4425,4498,5008,5303,463;
1153,2469,1888,2526,8727;
6864,4037,8298,8261,4808;
3839,7717,1341,5920,8263;
155,436,3649,8839,103;
1958,4411,972,2737,2539;
5166,1977,8197,489,8709;
2783,290,9548,9812,9952;
8799,7215,9129,1529,6833;
9055,4316,6686,178,692;
5545,298,5000,3923,2141;
7770,3512,7877,7159,1399;
5447,3911,291,8666,2144;
3849,9052,6686,19,7092;
8176,9919,5088,871,7085;
5683,6003,3281,1164,9216;
2401,8525,3640,1862,1883;
9981,9522,3903,498,439;
2924,2390,9349,4685,8446;
4966,8737,4863,5543,7178;
450,7661,7317,3220,966;
554,1469,6591,2356,4688;
5910,5115,8500,8952,1416;
6917,4944,2169,5010,4584;
423,8879,9103,7622,6115;
9244,4971,9348,2705,4800;
1415,1217,3542,5384,5401;
9340,5608,6126,6202,118;
6751,220,4136,2797,2916;
688,8111,6574,533,2080;
8213,3563,804,1721,7749;
190,716,1852,3518,12;
6840,7950,6207,1681,3212;
3141,1014,3219,309,4464;
2381,6272,1099,2925,932;
5938,6376,9273,3196,3868;
4750,7488,4318,4276,8524;
8107,3948,9835,8403,1344;
9570,5569,6647,4039,9236;
882,5506,2176,5980,5962;
4611,4090,5746,4173,7382;
8998,3938,8375,5276,8227;
5499,5583,3573,9073,6776;
2982,5,4869,3315,8011;
5430,4473,3878,958,5980;
6270,8241,7315,6810,8926;
1128,1732,1647,9111,5985;
1665,2124,4906,4394,3999;
3453,7348,2779,5986,8269;
548,3962,6259,717,8578;
4710,8533,7574,2986,5776;
3641,5948,8321,9797,9462;
3564,5986,8120,8887,2350;
1007,2574,3508,7243,9167;
9810,7359,5689,5814,1006;
3353,4513,4764,5836,3508;
8486,8142,840,2913,9002;
2538,2253,9558,6488,2807;
9315,8053,2991,5167,3152;
7033,9639,3540,3839,4722;
8338,1383,7089,482,7551;
2294,8526,877,6187,8689;
2314,5254,961,4288,8612;
3066,8968,6775,7710,9072;
1768,7603,8850,6151,8594;
6274,5466,8880,6646,6031;
4853,2911,6776,3040,9921;
4209,7129,5604,3141,9225;
197,3440,197,8527,4441;
2932,8158,2035,7622,7679;
9662,1095,9073,3342,2445;
727,9079,8422,9677,2813;
4521,826,2750,2742,8192;
5283,3573,7845,7968,9026;
6998,9768,1374,1222,1436;
7972,2423,9053,6663,3408;
2353,1872,6991,5966,9942;
8803,7324,7519,1956,4722;
8407,2033,3177,4731,1560;
2280,2344,4114,3879,6775;
9446,9471,7272,5687,3747;
363,3439,3134,1062,5520;
9766,7052,8874,8724,8734;
6315,8494,9652,2239,4964;
5990,1284,2072,8214,2595;
5699,9327,3155,9170,2387;
3204,2496,2417,6783,9267;
2140,718,7172,7936,834;
2655,2905,7161,5034,5907;
1161,5863,3912,7142,8105;
6240,8958,1681,8593,3310;
1581,5501,9985,3093,3408;
1036,4081,2742,505,9942;
7880,9979,6587,1544,4469;
2776,2534,2852,5537,8869;
5257,514,2209,6549,7912;
9166,7844,2991,4032,6176;
8710,8356,8085,3351,9738;
4229,9758,5875,9138,9178;
3454,4552,1636,2319,6964;
9787,8677,7885,3660,9600;
1130,2204,4601,4393,5443;
9322,9664,5030,3991,8604;
4961,5400,2512,6618,1951;
4866,4924,6825,5460,3088;
876,7637,9021,2553,4677;
4826,4265,4613,1445,6300;
9028,6373,6326,8912,1735;
9385,5402,9482,68,9782;
7793,8199,373,3284,9316;
8443,2071,2368,4473,1156;
9069,6653,8983,5899,7888;
4999,4968,8793,5604,4102;
8097,8972,1708,3298,9826;
1607,689,6476,7869,65;
6633,8358,3463,6983,356;
658,995,5858,1723,6125;
2734,9420,7482,8884,9698;
4458,3754,8857,3379,2058;
4308,8215,7568,6108,5516;
3095,6995,1718,3986,9725;
5209,8930,7635,603,2351;
3114,7303,3742,8258,7544;
4401,3319,8704,9741,8377;
9189,7670,8923,7226,3208;
9452,2414,933,7074,7073;
1830,6255,8556,7952,9163;
5004,851,5378,3191,1707;
201,8220,4126,5659,3534;
4324,8386,4280,9955,514;
7974,997,3982,7342,3057;
8352,6088,4668,6079,9041;
8187,6530,1158,4102,4374;
8325,491,2995,4726,8087;
95,9128,2716,3626,1655;
4341,6304,3779,5114,5292;
5328,6696,7912,6214,8301;
8242,6377,4292,7364,3483;
3646,4371,6664,7372,2574;
9990,609,6079,6693,5245;
2181,5281,5801,6985,7106;
2200,6863,516,4860,3934;
8401,7753,3729,1776,8857;
9424,9149,1121,9393,2917;
5979,7253,7216,4547,626;
4006,6025,1574,2596,3277;
730,9617,4763,3246,8926;
533,46,1545,636,734;
997,2335,4554,7068,8162;
9118,477,1492,6122,3986;
2601,3444,580,7366,9296;
1316,9114,4962,6931,1156;
9170,8124,3712,6553,643;
544,7789,6446,4748,9850;
4763,1299,1790,4826,3885;
3094,4926,3612,8521,8083;
6795,6535,4783,645,470;
6217,7128,6255,8782,857;
8570,1100,6344,1733,9012;
7294,2637,3089,8125,8800;
7087,2815,1424,5134,9085;
2607,2062,4790,7522,1962;
1858,7867,4083,4071,6326;
1003,3656,6870,544,4940;
7576,4608,7952,7176,2848;
3694,3201,799,6779,5576;
1443,3343,5399,3706,6900;
2288,6204,3205,6526,7531;
3897,3951,1198,1191,3803;
7435,897,599,6402,2858;
9189,4453,218,8671,9085;
7651,2054,3792,4930,9306;
4168,9933,1078,6987,908;
3668,1158,2799,2949,4244;
5874,5752,2344,655,6259;
476,6422,1279,3649,7870;
7181,8616,1573,2519,149;
4259,8146,6353,9355,2847;
2834,3734,8808,9224,7031;
8863,73,4083,7697,5845;
8093,5688,413,5270,3872;
4843,9808,9389,8492,4981;
8363,9618,1647,1186,6375;
6905,2666,8485,1244,1031;
5864,3309,3253,2159,2285;
532,1417,6374,2914,2610;
750,9538,7902,2636,2690;
838,9715,6268,4487,7972;
8973,1864,104,6304,9138;
4234,3902,4562,9592,1246;
9773,4488,7294,4561,2168;
7410,60,1093,5893,6251;
3877,8483,674,3347,9487;
6796,1982,6661,9915,4693;
2157,2443,9421,8692,6413;
4967,6597,4522,8838,617;
3204,2177,2074,954,3791;
1204,9569,2956,9600,4452;
7025,7708,2721,2571,7867;
4965,1629,2729,1088,4780;
2755,9555,5762,4925,3544;
768,504,4050,2147,2381;
8426,6696,9711,6464,8259;
3361,4398,1994,5365,4276;
8772,6342,3947,535,8354;
256,1737,711,8634,1453;
8982,857,8913,2808,1266;
799,8006,146,6959,6340;
115,7216,1344,1807,4481;
7383,2634,7048,2891,5947;
2095,7671,8650,9525,1096;
3915,9812,1423,7250,6405;
1513,169,1753,9071,2131;
8820,7515,3958,9917,3274;
4973,9995,5230,3706,7399;
1786,6675,7212,4655,2219;
6151,4626,529,5374,602;
1699,8883,1166,3339,4354;
3843,9658,9296,841,2788;
9655,8679,2786,8385,1455;
8761,2185,2048,3282,4093;
8368,1802,4270,7206,6437;
8813,1257,2822,7421,5131;
1961,4601,2329,374,7804;
510,823,6523,3479,7495;
1263,1363,5811,2705,8599;
8023,7330,2463,6390,8852;
1227,1993,3223,4782,3924;
2289,5382,2079,8500,8151;
6211,2463,427,1082,9911;
261,1789,9861,7822,3024;
421,6245,9661,1778,1227;
5352,9878,3001,2663,3665;
2795,4230,3929,5172,726;
486,2593,1268,7711,6638;
7299,6169,7245,8524,4871;
8960,5724,6637,6597,1820;
9603,2848,7196,842,9526;
8646,7643,759,1627,1262;
4848,1558,668,5015,800;
8337,479,6804,1860,8560;
4255,8199,9899,6679,1840;
5240,2162,1127,500,2379;
9729,1794,9674,3220,7795;
2293,1388,9932,4489,9529;
1252,2196,4035,3994,9019;
3705,7093,8332,4007,6295;
763,2203,8636,4456,267;
6396,7915,8164,2051,8686;
8874,576,4862,6254,5599;
4442,5874,5092,2945,6752;
5199,1736,1488,9053,6903;
285,5485,2523,7426,8644;
8066,7977,1290,2301,8123;
8247,2772,368,6075,1065;
6688,3701,7685,4715,9568;
3983,959,7282,214,2711;
4318,4810,7371,7528,4674;
4087,590,9737,9504,581;
5077,775,1858,6205,7468;
9005,2073,6020,2296,5804;
1138,9512,7770,182,6242;
4002,2233,8735,2996,5976;
9930,4703,2159,5934,8913;
2619,3685,4914,8114,5598;
7176,2591,1317,6721,5895;
7293,7665,6777,9862,7280;
8435,495,6214,4852,5913;
2952,7985,4007,926,7957;
2845,5003,5805,4397,3878;
3872,3342,7635,3723,1915;
2040,9254,9305,7634,2195;
8408,5115,1299,5925,275;
2338,3320,3111,6233,5613;
2222,6856,3726,3622,8775;
7555,1820,2518,3892,1666;
5071,6794,1667,4548,6076;
8190,2556,4781,2143,9838;
7633,3697,660,4638,3358;
6430,1495,3563,8021,8131;
9101,2798,7803,7197,5759;
5359,443,7936,1579,129;
4386,6865,6169,4429,1252;
1761,6922,8171,7348,5259;
8011,3720,1402,3325,7954;
5913,2038,3590,3416,6399;
2990,9147,5791,8207,3718;
4916,8632,3806,3967,5976;
7006,5715,6638,4937,9508;
3778,9207,6557,7681,2705;
1472,8135,8432,6015,7597;
1962,3033,6062,4531,4044;
2267,1159,3874,1983,5452;
5807,4966,3274,4535,1844;
9656,2050,7332,769,6915;
7687,8315,7677,6754,1276;
3532,2598,5373,5760,2811;
4170,7363,4571,9371,6120;
43,852,5895,9484,3431;
1812,6588,9204,3827,4159;
7767,844,2774,2271,2902;
9853,9184,9295,1824,8732;
5687,77,197,822,4505;
7986,6741,2086,160,5896;
432,4046,3779,6765,8099;
5098,1951,9793,8932,5716;
7847,449,1866,745,8093;
2946,1788,6662,7158,8520;
5219,909,6980,7165,9491;
7742,2520,74,473,1588;
8564,9264,8707,6066,6565;
6956,6921,6192,3125,6673;
855,7148,2690,1484,769;
9561,9719,9899,6990,3344;
779,862,5712,6055,5838;
3029,8965,3448,3381,3814;
8082,7731,4202,2766,1886;
4928,4467,6257,2570,369;
8760,3633,7566,5377,2609;
8206,4819,3533,5373,6220;
7965,7991,9136,3366,4434;
8980,9668,2936,6057,63;
9103,4018,4035,9918,2447;
411,3252,4554,6226,8097;
1697,7667,9005,1500,5013;
810,4623,3537,9947,7581;
6739,6877,9342,9475,3184;
1128,9274,4092,1926,3723;
3934,1922,7863,4256,9783;
282,1255,6751,2985,6152;
4124,2622,6183,1540,921;
2977,3701,7514,5461,7931;
234,490,2092,3487,2408;
718,2666,4862,4773,410;
419,2414,9707,2040,2192;
1950,3026,8973,8659,2040;
3943,2399,4288,9324,4753;
8916,9602,3472,3221,4308;
5131,3517,630,8655,6978;
8541,4465,9348,6443,600;
8800,9536,1673,8646,2967;
443,8295,9362,3944,8011;
8584,5635,2217,8731,1452;
143,3195,6456,5715,4306;
1207,7605,1804,717,6958;
1615,1260,6563,6062,5395;
1474,6954,208,1284,8582;
7360,8742,5360,86,8020;
4594,9695,5180,8082,3808;
2826,7461,3790,6306,9313;
7945,8285,9179,7542,1405;
1559,1539,2842,1912,6983;
1100,2639,2,9976,8124;
1876,2317,3637,1921,2791;
4049,2148,6999,6678,1206;
2340,9696,6325,6336,6029;
8780,5467,8927,1895,4269;
7558,3065,6935,5814,8603;
941,4622,5318,7553,3341;
4682,2515,8932,1614,2757;
271,365,1825,1569,8098;
390,2280,8193,9738,881;
7083,9064,29,238,270;
9880,3196,8339,1603,2730;
4883,8357,7959,8146,664;
6995,8080,588,4560,4134;
4058,1268,4091,7267,9460;
8527,7747,6102,2183,8416;
4394,5670,1727,489,6354;
5171,8392,1218,6847,6354;
810,1777,1118,2085,4197;
4213,2676,3544,8278,6981;
7909,9505,6062,8248,4128;
6562,8104,811,7339,9025;
1286,7274,8051,6376,5802;
5109,6647,1273,2004,1258;
3281,1340,971,4289,1002;
2340,5587,4595,562,5122;
2699,6041,5354,8076,4217;
8495,7750,1396,4215,8638;
7081,8590,9210,6170,1511;
6943,7523,7635,4618,4115;
7738,6707,9496,398,3128;
8218,912,1493,4835,7895;
9732,7937,7234,1776,6303;
8472,3364,6298,7521,8602;
5328,5908,7476,8214,963;
5046,2466,4281,6259,7550;
5989,1236,5505,8504,9100;
3791,1039,6588,2016,2226;
3815,4925,1728,8747,220;
9767,684,9772,7410,4918;
2987,3847,1548,5741,1825;
9384,4205,6462,4045,8110;
815,8577,4837,9077,4860;
4895,6815,1860,9450,5608;
2681,1627,2996,6568,8607;
9891,5770,4123,2919,6231;
740,7677,1608,5030,1010;
4661,1940,375,8046,1284;
3739,1411,5049,3736,1006;
9257,2688,1097,9149,9245;
7397,303,874,7615,6900;
6521,2941,769,6337,7567;
4728,81,5787,3307,7036;
9029,1609,6589,2273,878;
4311,7858,2569,7700,5265;
2330,8359,9325,9788,392;
6462,2605,8822,2276,3871;
8994,1425,6010,5989,40;
5645,8479,2863,628,9767;
6232,8001,260,305,8024;
9198,7988,4413,4876,4446;
7476,8313,9564,436,706;
8154,7217,4125,1221,6344;
5237,8428,2334,3079,1247;
5191,9955,4252,1884,6236;
1647,6304,6781,3302,2309;
8164,9842,3739,923,9811;
7020,8987,8208,3842,2363;
6915,7436,5732,7933,2812;
6652,194,4959,5027,1342;
5967,2276,1760,1496,8017;
1829,6047,6091,6544,3037;
241,4893,1610,4200,3116;
6446,7243,1522,6646,4751;
1201,1951,5799,6595,5124;
473,5526,4052,3209,4781;
2687,8955,9592,4657,7555;
783,5930,954,9740,61;
9678,62,6095,4754,2594;
1531,2864,3208,7996,4463;
303,6201,2520,5156,9114;
8297,5631,2838,8772,3872;
4871,7903,3943,6339,3688;
9452,2762,8621,1891,2786;
8514,1840,5611,6588,894;
3983,2639,4087,6618,967;
3291,4310,1679,3099,1132;
7459,9764,2269,4914,6621;
7630,9156,4127,3019,9291;
8909,1535,8958,4242,7739;
9040,1437,3562,3319,9396;
4607,1105,9685,6362,3667;
8743,8783,3677,2511,2583;
8285,1491,9083,4949,144;
9384,6624,8117,8186,4580;
6059,1190,6336,7748,6223;
819,35,8951,1553,8073;
6160,1332,1435,9274,8942;
5590,8918,7650,9354,2540;
6554,7882,1323,9056,903;
6858,7787,7569,5271,1836;
9970,2229,5926,1029,1744;
4470,8230,2106,848,9065;
5232,120,2687,5550,3552;
8623,3645,4347,425,4764;
9574,1809,5982,9275,219;
6741,2185,3314,4164,6652;
9898,4858,9039,9968,4240;
117,1314,9911,8568,677;
2434,9421,3363,3230,4446;
3405,1783,1522,3019,2757;
1157,2202,5953,1106,6577;
4900,6810,1751,6318,8172;
3484,8231,4178,4562,7329;
6219,7209,961,5025,6367;
3721,9201,9718,4145,5887;
3058,259,9000,399,4101;
6632,9290,4045,8933,2114;
7984,5921,9581,5290,1310;
4650,40,6040,1138,2617;
4324,2913,2937,7350,4865;
253,5684,665,1207,2257;
4300,2638,8025,8948,7204;
9804,5751,1656,676,3314;
2326,623,572,363,6028;
3674,3936,1638,9185,7077;
1839,6788,3863,5883,6340;
9112,2041,7370,5016,4320;
293,4824,4082,1842,6328;
6786,7434,3589,9924,8476;
9745,9388,9758,2839,1740;
1035,3142,29,4830,6243;
3708,586,3557,8003,6333;
8027,4057,9479,7165,4994;
220,8141,6256,8958,8943;
3289,1870,1911,9757,3921;
4504,9017,2633,5995,6583;
8182,9058,1469,616,9203;
1617,1060,4111,4329,543;
7363,4907,806,1977,1902;
1722,6378,7236,3288,6507;
7546,9187,4711,7242,5751;
7291,4913,8646,8386,9664;
5138,9887,839,2184,2355;
2100,5943,9303,2435,1452;
1756,5876,7091,5076,8827;
3365,6797,8256,4184,5943;
9128,8048,1180,4897,6919;
8026,1281,4869,5757,4969;
2576,8521,3509,2257,3713;
4947,5446,1243,5193,4013;
7634,4443,2199,7584,8186;
6785,7821,5629,4196,8263;
595,2017,2723,8226,4037;
1635,4913,4003,5056,7077;
3688,9462,7150,9440,6959;
7126,54,1665,8443,6560;
9646,6065,1490,153,2943;
8830,4308,9293,5115,5886;
1127,4932,4830,4521,3899;
1390,2709,551,5830,3332;
3754,486,4886,3850,2427;
6799,1423,7805,7124,1944;
7802,6855,4801,2496,1024;
2070,3676,923,8014,2597;
24,6813,8240,1361,8008;
9087,9687,8692,5999,2191;
3941,9152,18,1169,640;
6626,203,7416,3053,6340;
1574,1919,2561,5007,2137;
5880,9008,9311,1852,1278;
3627,3054,3146,6223,4474;
2088,6579,3956,2682,4229;
2882,4504,2654,3035,6065;
3615,9204,9660,533,403;
1387,6964,1744,8856,1277;
3157,609,7347,7369,5380;
6788,2942,8516,3382,3316;
2088,1131,9767,9449,7584;
8266,1713,5095,355,6419;
7993,9212,701,9929,5926;
1818,9682,1140,4080,9703;
9993,5408,9614,5627,7212;
8682,8726,5320,138,6504;
7563,7832,359,1716,4270;
2745,1599,2527,7075,4797;
145,5945,62,1575,9937;
8467,2060,9816,6353,2271;
9153,5646,281,5807,4334;
9141,4423,9632,5635,5314;
